Location,meter_uid,utility,utility_service_id,utility_service_address,utility_meter_number,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,source,updated,bill_volume,bill_total_unit
Bella Vista ES,,GAS,,"1025 E 28TH ST, OAKLAND",61465802,GNR1,12/5/2018,1/5/2019,31,,,1449.4,,,1133,therms
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HB10S,4/1/2021,5/3/2021,32,,"8,860",1574.37,,,8860,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HB10S,3/3/2021,4/1/2021,29,,"7,284",1293.05,,,7284,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HB10S,2/1/2021,3/3/2021,30,,"7,189",1164.66,,,7189,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HB10S,1/3/2021,2/1/2021,29,,"7,129",1187.16,,,7129,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HB10S,12/2/2020,1/3/2021,32,,"7,011",1025.68,,,7011,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HB10S,11/1/2020,12/2/2020,31,,"6,810",1004.13,,,6810,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HB10S,9/30/2020,11/1/2020,32,,"7,227",1067.1,,,7227,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HB10S,8/31/2020,9/30/2020,30,,"7,221",1208.73,,,7221,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HB10S,7/30/2020,8/31/2020,32,,"7,769",1241.89,,,7769,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HB10S,7/1/2020,7/30/2020,29,,"6,386",1201.94,,,6386,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HB10S,6/2/2020,7/1/2020,29,,"6,574",1178.54,,,6574,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HB10S,5/3/2020,6/2/2020,30,,"6,772",1005.78,,,6772,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HB10S,4/1/2020,5/3/2020,32,,"7,332",933.31,,,7332,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HB10S,3/3/2020,4/1/2020,29,,"8,174",1214.79,,,8174,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HA10SX,2/2/2020,3/3/2020,30,,"11,350",1480.04,,,11350,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HA10SX,1/2/2020,2/2/2020,31,,"10,935",1563.36,,,10935,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HA10SX,12/3/2019,1/2/2020,30,,"10,333",1333.75,,,10333,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HA10SX,10/31/2019,12/3/2019,33,,"9,951",1316.56,,,9951,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HA10SX,10/2/2019,10/31/2019,29,,"9,669",1529.82,,,9669,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HA10SX,9/3/2019,10/2/2019,29,,"10,243",1568.73,,,10243,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HA10SX,8/1/2019,9/3/2019,33,,"10,683",1661.81,,,10683,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HA10SX,7/2/2019,8/1/2019,30,,"6,312",1052.23,,,6312,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HA10SX,6/3/2019,7/2/2019,29,,"6,172",908.1,,,6172,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HA10SX,5/2/2019,6/3/2019,32,,"10,087",1466.92,,,10087,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HA10SX,4/2/2019,5/2/2019,30,,"10,756",1301.67,,,10756,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HA10SX,3/4/2019,4/2/2019,29,,"10,228",1285.8,,,10228,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HA10SX,1/31/2019,3/4/2019,32,,"10,843",1376.65,,,10843,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HA10SX,1/2/2019,1/31/2019,29,,"10,482",1319.16,,,10482,kwh
Bella Vista ES,,ELEC,,"1025 E 28TH ST, OAKLAND",1009505485,HA10SX,12/2/2018,1/2/2019,31,,"11,434",1428.64,,,11434,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HB6,3/22/2021,4/21/2021,30,,"6,217",1195.87,,,6217,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HB6,2/21/2021,3/22/2021,29,,"5,130",977.01,,,5130,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HB6,1/20/2021,2/21/2021,32,,"6,158",1121.27,,,6158,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HB6,12/20/2020,1/20/2021,31,,"5,896",1047.74,,,5896,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HB6,11/18/2020,12/20/2020,32,,"5,854",991.1,,,5854,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HB6,10/20/2020,11/18/2020,29,,"5,257",890.39,,,5257,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HB6,9/20/2020,10/20/2020,30,,"5,822",999.83,,,5822,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HB6,8/19/2020,9/20/2020,32,,"6,084",1080.7,,,6084,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HB6,7/20/2020,8/19/2020,30,,"7,990",1412.85,,,7990,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HB6,6/21/2020,7/20/2020,29,,"7,696",1365.29,,,7696,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HB6,5/20/2020,6/21/2020,32,,"8,560",1600.37,,,8560,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HB6,4/21/2020,5/20/2020,29,,"7,535",1326.01,,,7535,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HB6,3/23/2020,4/21/2020,29,,"7,790",1312.47,,,7790,kwh
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,3/8/2021,4/6/2021,29,,,195.17,,,132,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,2/4/2021,3/8/2021,32,,,300.07,,,199,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,1/6/2021,2/4/2021,29,,,326.65,,,219,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,12/5/2020,1/6/2021,32,,,485.01,,,318,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,11/4/2020,12/5/2020,31,,,418.75,,,276,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,10/5/2020,11/4/2020,30,,,94.31,,,54,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,9/3/2020,10/5/2020,32,,,52.43,,,18,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,8/4/2020,9/3/2020,30,,,34.14,,,5,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,7/6/2020,8/4/2020,29,,,29.78,,,2,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,6/5/2020,7/6/2020,31,,,30.65,,,1,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,5/6/2020,6/5/2020,30,,,48.3,,,19,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,4/6/2020,5/6/2020,30,,,133.51,,,101,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,3/7/2020,4/6/2020,30,,,242.01,,,172,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,2/4/2020,3/7/2020,32,,,438.18,,,311,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,1/6/2020,2/4/2020,29,,,690.43,,,500,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,12/6/2019,1/6/2020,31,,,624.11,,,476,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,11/5/2019,12/6/2019,31,,,299.82,,,230,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,10/5/2019,11/5/2019,31,,,157.62,,,126,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,9/6/2019,10/5/2019,29,,,76.54,,,51,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,8/6/2019,9/6/2019,31,,,45.4,,,16,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,7/8/2019,8/6/2019,29,,,37.82,,,10,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,6/6/2019,7/8/2019,32,,,59.32,,,30,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,5/6/2019,6/6/2019,31,,,158.62,,,136,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,4/5/2019,5/6/2019,31,,,152.84,,,120,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,3/7/2019,4/5/2019,29,,,465.99,,,365,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,2/5/2019,3/7/2019,30,,,992.98,,,749,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,1/5/2019,2/5/2019,31,,,703.24,,,525,therms
Dewey HS,,GAS,,"1111 2ND AVE, OAKLAND",52814553,GNR1,12/5/2018,1/5/2019,31,,,664.96,,,515,therms
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HA10SX,2/20/2020,3/23/2020,32,,"11,760",1785.17,,,11760,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HA10SX,1/21/2020,2/20/2020,30,,"12,189",1643.19,,,12189,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HA10SX,12/19/2019,1/21/2020,33,,"9,839",1402.17,,,9839,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HA10SX,11/19/2019,12/19/2019,30,,"10,925",1488.93,,,10925,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HA10SX,10/21/2019,11/19/2019,29,,"12,166",1951.45,,,12166,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HA10SX,9/22/2019,10/21/2019,29,,"13,390",2424.81,,,13390,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HA10SX,8/21/2019,9/22/2019,32,,"17,602",2996.68,,,17602,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HA10SX,7/22/2019,8/21/2019,30,,"14,765",2834.37,,,14765,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HA10SX,6/20/2019,7/22/2019,32,,"11,177",1699.49,,,11177,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HA10SX,5/21/2019,6/20/2019,30,,"11,997",1975.66,,,11997,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HA10SX,4/22/2019,5/21/2019,29,,"12,747",2009.97,,,12747,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HA10SX,3/21/2019,4/22/2019,32,,"12,654",1850.62,,,12654,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HA10SX,2/20/2019,3/21/2019,29,,"12,331",1491.68,,,12331,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HA10SX,1/21/2019,2/20/2019,30,,"12,886",1529.19,,,12886,kwh
Dewey HS,,ELEC,,"1111 2ND AVE, OAKLAND",1009509918,HA10SX,12/19/2018,1/21/2019,33,,"12,582",1512.55,,,12582,kwh
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,3/22/2021,4/21/2021,30,,,97.56,,,75,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,2/19/2021,3/22/2021,31,,,150.08,,,99,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,1/20/2021,2/19/2021,30,,,211.35,,,143,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,12/18/2020,1/20/2021,33,,,144.39,,,95,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,11/18/2020,12/18/2020,30,,,199.91,,,135,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,10/20/2020,11/18/2020,29,,,95.16,,,66,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,9/18/2020,10/20/2020,32,,,29.04,,,17,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,8/19/2020,9/18/2020,30,,,27.96,,,17,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,7/20/2020,8/19/2020,30,,,25.22,,,16,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,6/19/2020,7/20/2020,31,,,25.08,,,16,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,5/20/2020,6/19/2020,30,,,27.68,,,17,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,4/21/2020,5/20/2020,29,,,26.14,,,16,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,3/20/2020,4/21/2020,32,,,31.02,,,18,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,2/20/2020,3/20/2020,29,,,88.62,,,52,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,1/21/2020,2/20/2020,30,,,193.6,,,125,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,12/19/2019,1/21/2020,33,,,208.18,,,137,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,11/19/2019,12/19/2019,30,,,170.57,,,119,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,10/21/2019,11/19/2019,29,,,80.03,,,54,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,9/20/2019,10/21/2019,31,,,57.1,,,38,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,8/21/2019,9/20/2019,30,,,48.92,,,31,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,7/22/2019,8/21/2019,30,,,56.57,,,37,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,6/20/2019,7/22/2019,32,,,123.29,,,99,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,5/21/2019,6/20/2019,30,,,116.88,,,99,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,4/22/2019,5/21/2019,29,,,123.03,,,102,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,3/21/2019,4/22/2019,32,,,170.58,,,129,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,2/20/2019,3/21/2019,29,,,293,,,206,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,1/18/2019,2/20/2019,33,,,351.61,,,240,therms
Lockwood ES,,GAS,,"1123 69TH AVE, OAKLAND",43784532,GNR1,12/19/2018,1/18/2019,30,,,205.6,,,140,therms
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HB6,3/21/2021,4/20/2021,30,,"2,352",467.54,,,2352,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HB6,2/18/2021,3/21/2021,31,,"1,638",328.35,,,1638,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HB6,1/19/2021,2/18/2021,30,,"1,687",324.45,,,1687,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HB6,12/17/2020,1/19/2021,33,,"1,613",306.3,,,1613,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HB6,11/17/2020,12/17/2020,30,,"1,573",283.9,,,1573,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HB6,10/19/2020,11/17/2020,29,,"1,590",285.75,,,1590,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HB6,9/17/2020,10/19/2020,32,,"1,664",304.74,,,1664,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HB6,8/18/2020,9/17/2020,30,,"1,596",297.59,,,1596,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HB6,7/19/2020,8/18/2020,30,,"1,565",291.77,,,1565,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HB6,6/18/2020,7/19/2020,31,,"1,703",318.95,,,1703,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HB6,5/19/2020,6/18/2020,30,,"1,722",337.14,,,1722,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HB6,4/20/2020,5/19/2020,29,,"1,260",242.98,,,1260,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HB6,3/19/2020,4/20/2020,32,,"1,374",255.14,,,1374,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HB6,2/19/2020,3/19/2020,29,,"2,569",451.7,,,2569,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HA1X,1/20/2020,2/19/2020,30,,"2,688",455.48,,,2688,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HA1X,12/18/2019,1/20/2020,33,,"2,423",412.34,,,2423,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HA1X,11/18/2019,12/18/2019,30,,"2,694",444.14,,,2694,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HA1X,10/20/2019,11/18/2019,29,,"2,696",470.39,,,2696,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HA1X,9/19/2019,10/20/2019,31,,"3,075",564.35,,,3075,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HA1X,8/20/2019,9/19/2019,30,,"3,799",679.17,,,3799,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HA1X,7/21/2019,8/20/2019,30,,"3,452",619.08,,,3452,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HA1X,6/19/2019,7/21/2019,32,,"2,611",475.42,,,2611,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HA1X,5/20/2019,6/19/2019,30,,"2,942",532.99,,,2942,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HA1X,4/21/2019,5/20/2019,29,,"3,157",540.2,,,3157,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HA1X,3/20/2019,4/21/2019,32,,"2,888",454.84,,,2888,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HA1X,2/19/2019,3/20/2019,29,,"2,655",414.52,,,2655,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HA1X,1/17/2019,2/19/2019,33,,"2,750",423.64,,,2750,kwh
Lockwood ES,,ELEC,,"1123 69TH AVE, OAKLAND",1006718213,HA1X,12/18/2018,1/17/2019,30,,"2,547",394.76,,,2547,kwh
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,3/30/2021,4/29/2021,30,,,369.87,,,322,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,12/29/2020,3/30/2021,91,,,717.87,,,470,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,11/30/2020,12/29/2020,29,,,15.11,,,0,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,10/28/2020,11/30/2020,33,,,184.9,,,121,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,9/28/2020,10/28/2020,30,,,37.03,,,18,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,8/27/2020,9/28/2020,32,,,16.67,,,0,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,7/28/2020,8/27/2020,30,,,37.23,,,20,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,6/29/2020,7/28/2020,29,,,34.89,,,19,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,5/29/2020,6/29/2020,31,,,38.14,,,21,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,4/29/2020,5/29/2020,30,,,36.26,,,20,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,3/30/2020,4/29/2020,30,,,36.59,,,20,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,2/28/2020,3/30/2020,31,,,43.27,,,21,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,1/29/2020,2/28/2020,30,,,181.57,,,126,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,12/30/2019,1/29/2020,30,,,478.94,,,350,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,11/27/2019,12/30/2019,33,,,17.19,,,0,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,10/29/2019,11/27/2019,29,,,138.11,,,107,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,9/30/2019,10/29/2019,29,,,31.91,,,17,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,8/30/2019,9/30/2019,31,,,28.53,,,13,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,7/30/2019,8/30/2019,31,,,17.14,,,1,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,6/28/2019,7/30/2019,32,,,17.68,,,1,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,5/30/2019,6/28/2019,29,,,16.05,,,1,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,4/29/2019,5/30/2019,31,,,65.73,,,52,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,3/29/2019,4/29/2019,31,,,204.38,,,178,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,2/28/2019,3/29/2019,29,,,38.55,,,19,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,1/29/2019,2/28/2019,30,,,412.85,,,305,therms
Rudsdale,,GAS,,"1180 70TH AVE, OAKLAND",52810934,GNR1,12/28/2018,1/29/2019,32,,,489.32,,,371,therms
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HB6,3/29/2021,4/28/2021,30,,"3,780",735.97,,,3780,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HB6,2/28/2021,3/29/2021,29,,"3,290",643.22,,,3290,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HB6,1/27/2021,2/28/2021,32,,"3,592",664.27,,,3592,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HB6,12/28/2020,1/27/2021,30,,"3,455",636.3,,,3455,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HB6,11/29/2020,12/28/2020,29,,"2,724",472.36,,,2724,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HB6,10/27/2020,11/29/2020,33,,"2,953",513.47,,,2953,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HB6,9/27/2020,10/27/2020,30,,"2,939",510.67,,,2939,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HB6,8/26/2020,9/27/2020,32,,"2,509",453.54,,,2509,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HB6,7/27/2020,8/26/2020,30,,"2,788",503.64,,,2788,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HB6,6/28/2020,7/27/2020,29,,"2,431",443.3,,,2431,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HB6,5/28/2020,6/28/2020,31,,"3,697",710.63,,,3697,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HB6,4/28/2020,5/28/2020,30,,"2,943",544.1,,,2943,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HB6,3/29/2020,4/28/2020,30,,"3,132",543.79,,,3132,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HB6,2/27/2020,3/29/2020,31,,"4,129",708.87,,,4129,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HA1X,1/28/2020,2/27/2020,30,,"5,279",868.98,,,5279,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HA1X,12/29/2019,1/28/2020,30,,"4,616",762.61,,,4616,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HA1X,11/26/2019,12/29/2019,33,,"4,485",724.37,,,4485,kwh
Rudsdale,,ELEC,,"1180 70TH AVE, OAKLAND",1009885529,HA1X,10/28/2019,11/26/2019,29,,"5,096",831.38,,,5096,kwh
